record_id,file_name,department,recording_type,duration_sec,sample_rate_hz,channels,created_date,created_by,file_size_mb,storage_tier,storage_cost_usd_month
228,rec_00228.aac,Athletics,Interview,4277,44100,2,2024-10-05,staff,89.90271886923766,Standard,0.0020930276241531614
229,rec_00229.mp3,IT,Meeting,6955,16000,1,2024-11-12,staff,52.457256880681804,Archive,0.00038288674128427326
230,rec_00230.wav,Admissions,Meeting,1923,22050,1,2024-10-13,ga,25.503973025534822,Standard,0.0006205324694933647
231,rec_00231.m4a,IT,Incident Report,1948,44100,2,2024-10-20,staff,50.18538624186806,Standard,0.0012270509788030132
232,rec_00232.flac,Admissions,Training,1992,48000,2,2024-10-13,dm,56.8350433535749,Standard,0.0011811158324544037
233,rec_00233.flac,Library,Training,2237,22050,1,2024-09-27,admin,27.04898075097736,Archive,0.00021207209168272402
234,rec_00234.aac,Housing,Incident Report,6329,16000,1,2024-11-30,staff,42.10579392607402,Standard,0.0009165492821763213
235,rec_00235.flac,Athletics,Meeting,6700,16000,1,2024-10-20,ga,58.737320186864274,Standard,0.0012782293957044654
236,rec_00236.wav,ResLife,Front Desk Call,2614,16000,1,2024-10-26,dm,23.130393832609396,Standard,0.0004883732482502698
237,rec_00237.aac,IT,Interview,3368,16000,1,2024-11-03,staff,24.07454883530684,Standard,0.0005448609570480838
238,rec_00238.m4a,IT,Interview,750,16000,1,2024-12-11,staff,5.582727858703773,Standard,0.00013297900303887062
239,rec_00239.aac,Housing,Training,1506,16000,1,2024-10-23,staff,11.063644054122639,Standard,0.00023542840277145617
240,rec_00240.aac,IT,Meeting,4544,44100,1,2024-10-31,staff,96.47060183322026,Standard,0.002289848200171234
241,rec_00241.aac,Admissions,Interview,285,48000,2,2024-11-04,staff,9.396395682345789,Standard,0.00022153229631643307
242,rec_00242.wav,Housing,Incident Report,3883,48000,1,2024-10-05,staff,116.85924818396084,Standard,0.002693312405922614
243,rec_00243.aac,Admissions,Incident Report,3812,16000,1,2024-09-04,staff,25.35895822471151,Archive,0.00021480706178797759
244,rec_00244.flac,Library,Meeting,428,44100,1,2024-12-20,staff,9.187425361298173,Archive,7.370190415969826e-05
245,rec_00245.m4a,Library,Incident Report,3473,44100,1,2024-09-12,staff,85.32913779973686,Standard,0.0020315154336400607
246,rec_00246.flac,Library,Front Desk Call,2521,16000,1,2024-11-18,dm,20.887009885429233,Standard,0.0005118737477981404
247,rec_00247.aac,Athletics,Interview,956,44100,1,2024-12-09,dm,19.15657498867455,Standard,0.0004607457428067571
248,rec_00248.m4a,Housing,Meeting,4406,16000,2,2024-12-11,dm,34.937944718988234,Standard,0.0007966570297598373
249,rec_00249.wav,Library,Training,6213,22050,1,2024-10-14,dm,75.83907978941527,Standard,0.001632351865012944
250,rec_00250.flac,IT,Front Desk Call,2024,16000,2,2024-09-28,ga,16.461993940927698,Standard,0.00037744962897368826
251,rec_00251.mp3,Library,Training,4046,48000,1,2024-09-05,dm,132.18143704924756,Archive,0.0010850919543661643
252,rec_00252.mp3,Library,Incident Report,7100,16000,2,2024-12-26,staff,60.13235118435781,Standard,0.0014099412850348916
253,rec_00253.wav,Admissions,Interview,6170,44100,2,2024-12-20,staff,137.46081096163843,Infrequent,0.0018146383740547953
254,rec_00254.wav,ResLife,Incident Report,5755,44100,2,2024-11-16,dm,149.08566859447728,Standard,0.0035157612474252687
255,rec_00255.aac,IT,Incident Report,2685,16000,1,2024-09-24,dm,20.60911892050789,Standard,0.00044736017051339187
256,rec_00256.mp3,ResLife,Front Desk Call,3637,48000,1,2024-10-15,staff,98.6702610502226,Standard,0.002051363192270489
257,rec_00257.wav,IT,Front Desk Call,403,16000,1,2024-12-23,staff,3.2914385274148446,Infrequent,4.842151301738832e-05
258,rec_00258.wav,Housing,Interview,6593,16000,2,2024-10-01,admin,49.07673604120752,Standard,0.001194559662073135
259,rec_00259.mp3,Housing,Meeting,138,44100,1,2024-12-16,dm,3.3655212778246413,Standard,7.444197478721224e-05
260,rec_00260.mp3,Athletics,Interview,264,44100,2,2024-09-12,staff,5.9522181618033745,Standard,0.00013503345187787714
261,rec_00261.mp3,LIBRARY,Meeting,331,44100,1,2024-10-23,ga,7.752897549019789,Standard,0.00015726236853660423
262,rec_00262.aac,Housing,Meeting,1628,16000,1,2024-09-04,staff,12.929998233443158,Infrequent,0.0001900172241799545
263,rec_00263.aac,Housing,Front Desk Call,6451,16000,1,2024-10-15,staff,53.544204795594375,Standard,0.0011675524296023746
264,rec_00264.m4a,IT,Meeting,6588,44100,2,2024-09-24,staff,144.97096845655705,Infrequent,0.0019972287038278027
265,rec_00265.aac,Housing,Training,3917,22050,1,2024-12-27,admin,48.240276207331895,Standard,0.0010043951023017627
266,rec_00266.mp3,IT,Incident Report,3670,48000,1,2024-10-08,staff,105.50058716671961,Standard,0.0021982925677583075
267,rec_00267.wav,ResLife,Interview,2403,16000,1,2024-10-04,dm,20.41263148453648,Standard,0.0004664528891088006
268,rec_00268.mp3,ResLife,Front Desk Call,1237,16000,1,2024-11-03,staff,8.885112080438244,Standard,0.0002064896750549948
269,rec_00269.wav,ResLife,Interview,4671,48000,1,2024-10-12,staff,127.2201349369748,Standard,0.003131191501151121
270,rec_00270.aac,IT,Interview,4111,22050,1,2024-10-18,staff,41.50418402525768,Standard,0.0009694614004358498
271,rec_00271.mp3,Admissions,Interview,3594,16000,1,2024-10-16,staff,28.90853942355511,Standard,0.0006637387800039954
272,rec_00272.m4a,IT,Interview,5261,16000,1,2024-09-06,staff,38.920030475553276,Standard,0.0008924643307507214
273,rec_00273.mp3,IT,Front Desk Call,1941,44100,1,2024-10-15,staff,46.50985873645286,Standard,0.0009976306586336285
274,rec_00274.aac,ResLife,Training,4350,16000,1,2024-09-18,dm,32.05465862732609,Standard,0.000701228703611857
275,rec_00275.wav,Library,Incident Report,5931,44100,1,2024-09-07,staff,136.4857195825736,Standard,0.0031426165846748753
276,rec_00276.m4a,IT,Meeting,344,48000,2,2024-09-03,staff,11.943787250123114,Standard,0.00024874798579632723
277,rec_00277.aac,Admissions,Front Desk Call,3005,44100,1,2024-11-08,ga,79.37863425820836,Standard,0.0017124399049416538
278,rec_00278.m4a,IT,Interview,278,44100,1,2024-09-05,ga,5.622529935935334,Archive,4.1265148311015614e-05
279,rec_00279.aac,Library,Incident Report,1025,48000,1,2024-10-10,staff,36.338217493127615,Standard,0.000740456111588734
280,rec_00280.aac,IT,Interview,2939,16000,1,2024-10-06,staff,22.99441446269084,Standard,0.0005114540742468187
281,rec_00281.flac,ResLife,Incident Report,3213,48000,1,2024-10-19,staff,107.62406751735645,Standard,0.0023560324585188645
282,rec_00282.flac,Library,Front Desk Call,131,44100,1,2024-11-16,staff,3.4659480188420977,Standard,7.877699627260805e-05
283,rec_00283.m4a,Admissions,Interview,598,16000,2,2024-10-27,staff,4.23512525808068,Standard,9.319051195045097e-05
284,rec_00284.m4a,Housing,Meeting,619,16000,2,2024-09-19,staff,4.664870543138929,Infrequent,5.749712921835788e-05
285,rec_00285.aac,Housing,Training,6609,16000,1,2024-12-27,admin,57.62959838023538,Archive,0.00048575999933295455
286,rec_00286.m4a,Library,Front Desk Call,4631,16000,1,2024-12-16,dm,36.389855588336346,Standard,0.0007420271325115322
287,rec_00287.aac,Housing,Front Desk Call,2337,44100,2,2024-10-25,staff,61.304563643159966,Infrequent,0.0007471262511674939
288,rec_00288.aac,IT,Training,3165,44100,2,2024-12-28,dm,81.70132994589623,Standard,0.0016597955399931634
289,rec_00289.mp3,Library,Front Desk Call,3348,16000,1,2024-10-03,staff,30.068071009341224,Standard,0.000714449415446641
290,rec_00290.m4a,Housing,Training,629,48000,2,2024-11-13,ga,20.604398358457345,Infrequent,0.0002703693564863274
291,rec_00291.flac,Housing,Training,1834,44100,1,2024-12-27,staff,37.400997628566465,Standard,0.0009150224976016192
292,rec_00292.aac,IT,Front Desk Call,6312,22050,1,2024-09-06,dm,82.90375513854161,Archive,0.0006278650522350519
293,rec_00293.wav,Housing,Front Desk Call,1313,16000,1,2024-09-19,staff,9.288706021972953,Standard,0.0002048261254206296
294,rec_00294.wav,ResLife,Incident Report,2662,44100,1,2024-09-22,staff,55.96577596241338,Standard,0.001307051245630102
295,rec_00295.mp3,ResLife,Interview,3349,48000,1,2024-12-12,dm,100.54246996447178,Archive,0.0008611547142318912
296,rec_00296.m4a,IT,Meeting,6360,44100,2,2024-11-01,staff,135.95742768786639,Archive,0.001157074752309364
297,rec_00297.wav,Housing,Interview,6823,44100,2,2024-10-23,staff,142.6186999253382,Standard,0.0031236525042874614
298,rec_00298.m4a,Athletics,Meeting,4392,44100,1,2024-12-22,staff,107.204103993111,Standard,0.002494873395394461
299,rec_00299.m4a,Athletics,Interview,5079,44100,1,2024-11-11,ga,133.6811742305269,Infrequent,0.001643471333724253
300,rec_00300.aac,ResLife,Interview,4476,44100,1,2024-12-27,staff,97.4673944710942,Standard,0.0022207378462837076
301,rec_00301.flac,Housing,Incident Report,3727,16000,1,2024-12-29,admin,28.01685576327361,Archive,0.000226675417512166
302,rec_00302.mp3,ResLife,Incident Report,3061,16000,1,2024-11-28,dm,24.927382684578117,Standard,0.0005349415165613002
303,rec_00303.flac,Admissions,Meeting,2571,16000,2,2024-09-04,ga,18.880585489072004,Archive,0.00015305657241694427
304,rec_00304.aac,ResLife,Front Desk Call,4843,48000,1,2024-12-16,staff,151.03712958629507,Standard,0.003260736585588575
305,rec_00305.flac,Library,Meeting,1699,16000,1,2024-09-30,dm,14.916988697819754,Standard,0.0003529141834619008
306,rec_00306.flac,IT,Training,1764,16000,1,2024-09-12,staff,12.19785094949267,Standard,0.0002505144979269656
307,rec_00307.mp3,ResLife,Interview,4524,44100,2,2024-09-23,staff,107.1367559663739,Standard,0.002416684291101845
308,rec_00308.flac,Housing,Interview,1864,44100,1,2024-10-31,ga,39.927201905039766,Standard,0.0009775312511527694
309,rec_00309.wav,ResLife,Interview,3330,48000,1,2024-11-13,staff,112.59483648715108,Standard,0.0025941932502305705
310,rec_00310.flac,Athletics,Training,6301,16000,2,2024-10-28,staff,44.917007547024056,Infrequent,0.0006586219417999534
311,rec_00311.aac,Athletics,Meeting,1066,16000,1,2024-11-05,staff,9.1045876748163,Standard,0.00022279250076449162
312,rec_00312.aac,IT,Front Desk Call,1478,16000,1,2024-09-26,admin,11.21050274152679,Standard,0.0002650434086859406
313,rec_00313.mp3,Library,Interview,6993,44100,1,2024-09-13,dm,185.0804309688388,Infrequent,0.0026459650464039086
314,rec_00314.mp3,Admissions,Training,2788,16000,1,2024-11-07,staff,20.885460754775284,Standard,0.0004911218192549299
315,rec_00315.flac,ResLife,Meeting,3453,44100,1,2024-12-01,staff,80.7602498085397,Archive,0.0006362000469845458
316,rec_00316.mp3,ResLife,Interview,5365,44100,1,2024-11-07,staff,110.90571746618109,Standard,0.002635326683249786
317,rec_00317.flac,Athletics,Training,7101,16000,1,2024-11-14,staff,51.76915787791719,Standard,0.001229887834760699
318,rec_00318.mp3,Housing,Interview,2386,44100,2,2024-12-26,admin,54.50482905754907,Infrequent,0.0007877392216619361
319,rec_00319.wav,Admissions,Meeting,3586,16000,1,2024-10-16,ga,31.317115500334978,Standard,0.0006340602962250721
320,rec_00320.wav,Admissions,Interview,2644,44100,1,2024-09-09,dm,63.5759867289337,Archive,0.00045347962067468506
321,rec_00321.m4a,ResLife,Incident Report,6282,48000,1,2024-10-03,staff,214.54754927919313,Infrequent,0.0028704994086099418
322,rec_00322.mp3,Library,Training,6547,48000,1,2024-10-06,staff,226.28505717135505,Infrequent,0.0031822836016595956
323,rec_00323.mp3,ResLife,Meeting,473,44100,1,2024-11-19,dm,9.722778920156673,Standard,0.0002148503402750929
324,rec_00324.aac,ResLife,Front Desk Call,1498,48000,1,2024-09-21,ga,44.212750616258525,Standard,0.0009695734705181865
325,rec_00325.aac,IT,Front Desk Call,4532,16000,1,2024-11-18,staff,38.935131771809914,Standard,0.0007906197058862196
326,rec_00326.aac,Library,Interview,1747,16000,1,2024-09-27,staff,14.695460323350632,Standard,0.0003371196609233714
327,rec_00327.m4a,IT,Interview,1079,22050,1,2024-10-29,dm,12.887401222687805,Standard,0.00031581216126712157
328,rec_00328.wav,Admissions,Meeting,6386,44100,1,2024-10-09,staff,145.35415181773573,Archive,0.001169141241282496
329,rec_00329.flac,ResLife,Front Desk Call,6636,48000,2,2024-12-02,admin,207.30360367565982,Standard,0.0044188697759757175
330,rec_00330.flac,Library,Interview,1992,22050,1,2024-10-15,staff,19.946365352061825,Standard,0.0004601780801274542
331,rec_00331.aac,Library,Incident Report,4437,16000,1,2024-10-14,admin,30.80200669448582,Standard,0.0006738703399593308
332,rec_00332.m4a,Housing,Front Desk Call,2390,44100,1,2024-12-24,staff,53.59381413643778,Standard,0.001171517754800548
333,rec_00333.wav,Library,Incident Report,1127,16000,1,2024-09-09,staff,7.8541070285273396,Standard,0.0001607479644775512
334,rec_00334.m4a,Admissions,Front Desk Call,6352,48000,2,2024-10-10,staff,182.44098225301067,Standard,0.004273155757512261
335,rec_00335.m4a,Housing,Meeting,53,16000,1,2024-10-10,dm,0.45213658836442033,Standard,9.141351590495112e-06
336,rec_00336.flac,ResLife,Front Desk Call,2322,16000,1,2024-10-29,admin,19.600031840273044,Archive,0.00016456994172449636
337,rec_00337.mp3,Housing,Training,385,16000,1,2024-09-26,staff,3.216133358195668,Standard,6.510703719714055e-05
338,rec_00338.mp3,ResLife,Interview,7178,16000,1,2024-09-20,ga,57.19471475847268,Infrequent,0.0008137148742323903
339,rec_00339.wav,IT,Front Desk Call,3819,44100,2,2024-09-02,ga,100.83357357291096,Standard,0.0021966734873437523
340,rec_00340.aac,IT,Interview,5915,16000,1,2024-09-27,admin,42.463992471839354,Standard,0.0009250095272523038
341,rec_00341.flac,IT,Training,2973,16000,2,2024-11-23,staff,24.06594136707046,Infrequent,0.00032369138861103937
342,rec_00342.m4a,Admissions,Front Desk Call,6098,44100,2,2024-09-27,staff,139.52579838810317,Standard,0.0029361355418434498
343,rec_00343.mp3,Library,Meeting,4142,44100,2,2024-10-01,staff,109.94972136445827,Standard,0.0023248324985861756
344,rec_00344.flac,Library,Interview,1636,16000,1,2024-11-08,staff,12.18110412483281,Standard,0.00028530663175765366
345,rec_00345.m4a,IT,Front Desk Call,107,22050,1,2024-10-30,staff,1.1554388869592642,Standard,2.807327003282858e-05
346,rec_00346.flac,ResLife,Front Desk Call,1574,16000,1,2024-10-07,staff,13.2855807215557,Archive,9.693517618904014e-05
347,rec_00347.wav,Housing,Incident Report,7130,16000,1,2024-10-04,ga,60.887769767394964,Standard,0.0013061096591227802
348,rec_00348.wav,IT,Training,5422,22050,2,2024-10-04,staff,67.70973778863993,Standard,0.001667211190689001
349,rec_00349.flac,Library,Front Desk Call,6377,16000,1,2024-09-03,staff,54.056218107141326,Infrequent,0.0007557468972804974
350,rec_00350.wav,Housing,Training,5955,48000,1,2024-11-02,staff,168.89785032885806,Standard,0.004109949269780083
351,rec_00351.flac,Library,Meeting,4482,16000,1,2024-10-29,staff,36.117903623211866,Standard,0.0007926738701874339
352,rec_00352.m4a,Admissions,Front Desk Call,1628,44100,2,2024-09-02,dm,38.58127142175642,Standard,0.0009130637586774885
353,rec_00353.wav,IT,Front Desk Call,2893,44100,1,2024-10-14,staff,76.13508636303159,Standard,0.0017819663087270672
354,rec_00354.flac,Athletics,Front Desk Call,1494,22050,1,2024-12-13,staff,16.968907169752963,Standard,0.0003997605527516273
355,rec_00355.flac,IT,Incident Report,6444,44100,1,2024-11-04,staff,139.5089342615977,Infrequent,0.001871236524966059
356,rec_00356.aac,Library,Front Desk Call,1764,16000,1,2024-09-07,admin,12.9850229838359,Standard,0.0002795950752829488
357,rec_00357.aac,Housing,Meeting,5766,16000,1,2024-11-10,staff,45.21029316925005,Archive,0.0003457775151558964
358,rec_00358.flac,Housing,Front Desk Call,1003,16000,1,2024-10-20,staff,8.971939242350452,Standard,0.00018714504660560555
359,rec_00359.aac,Athletics,Training,2844,48000,2,2024-12-13,dm,94.15262562599882,Standard,0.0019365627383834646
360,rec_00360.wav,ResLife,Training,3041,16000,1,2024-12-28,admin,25.326254459184174,Standard,0.0005552156449209664
361,rec_00361.aac,Housing,Incident Report,5267,16000,1,2024-09-19,ga,40.73875411431359,Standard,0.0009803518172917726
362,rec_00362.aac,ResLife,Incident Report,3628,44100,1,2024-09-21,ga,82.39522127379091,Standard,0.0017880892135993525
363,rec_00363.flac,IT,Incident Report,5992,44100,1,2024-12-03,staff,158.61646274731302,Standard,0.0036059440403933703
364,rec_00364.aac,ResLife,Meeting,4528,44100,1,2024-09-06,admin,104.54903505218861,Standard,0.0025003257990226886
365,rec_00365.flac,ATHLETICS,Front Desk Call,29,16000,2,2024-11-16,ga,0.20110675151064705,Standard,4.160264730660148e-06
366,rec_00366.aac,Library,Incident Report,412,16000,2,2024-10-29,staff,3.4891502781420907,Infrequent,4.580329823033832e-05
367,rec_00367.aac,Housing,Incident Report,3045,44100,1,2024-09-08,ga,64.98258531835548,Standard,0.0014216191518165377
368,rec_00368.m4a,ResLife,Training,1395,16000,1,2024-11-15,admin,10.539194916814987,Infrequent,0.00014805031418260262
369,rec_00369.aac,Library,Incident Report,1662,16000,1,2024-12-02,dm,13.420899794787047,Standard,0.00032580899997330053
370,rec_00370.aac,ResLife,Meeting,856,44100,1,2024-10-16,dm,22.060441455843428,Standard,0.00044670187441312386
371,rec_00371.mp3,Athletics,Meeting,6999,16000,2,2024-09-20,ga,46.5893487652199,Standard,0.0010557502422451253
372,rec_00372.wav,Housing,Incident Report,1955,48000,1,2024-09-27,ga,63.88098224257516,Infrequent,0.0007753286778567615
373,rec_00373.wav,Library,Interview,4915,16000,1,2024-09-11,dm,34.207957801537646,Standard,0.0007377245603449368
374,rec_00374.wav,ResLife,Training,1349,44100,1,2024-11-22,staff,32.861903136801615,Standard,0.0007233509954399374
375,rec_00375.m4a,Library,Interview,952,44100,1,2024-11-02,staff,23.014548126084133,Standard,0.0004942762924311824
376,rec_00376.wav,Athletics,Training,6742,44100,1,2024-11-10,staff,158.79512592436402,Standard,0.003504429177969039
377,rec_00377.mp3,Library,Interview,3495,44100,1,2024-11-07,staff,80.10409903749898,Standard,0.001749354057389388
378,rec_00378.mp3,Housing,Training,2697,16000,2,2024-10-12,staff,21.32875340004908,Infrequent,0.000287375055005011
379,rec_00379.flac,Admissions,Front Desk Call,1431,44100,1,2024-12-09,dm,38.13828671055311,Standard,0.0008137967210489313
380,rec_00380.mp3,IT,Interview,1012,44100,2,2024-11-13,admin,22.66707398973754,Standard,0.0004979387689676188
381,rec_00381.aac,IT,Interview,406,16000,1,2024-10-03,admin,3.1446200556378074,Standard,6.666663943086923e-05
382,rec_00382.wav,IT,Meeting,4803,44100,1,2024-12-10,staff,100.66103515284112,Standard,0.002224882120537633
383,rec_00383.aac,ResLife,Meeting,734,22050,1,2024-09-26,dm,8.313931057143877,Standard,0.00019451553339372278
384,rec_00384.m4a,Admissions,Incident Report,7005,22050,2,2024-11-01,staff,71.05045473806207,Standard,0.0014460265520094032
385,rec_00385.mp3,Library,Meeting,2098,44100,1,2024-09-16,ga,55.213026674130305,Standard,0.001363812831749396
386,rec_00386.wav,Housing,Interview,5722,44100,1,2024-10-17,staff,127.88564415634791,Infrequent,0.0016024239543066408
387,rec_00387.mp3,IT,Meeting,2252,44100,1,2024-11-25,staff,59.71109855506736,Standard,0.0014194767316737004
388,rec_00388.m4a,IT,Training,4672,48000,1,2024-11-13,staff,130.0179519067514,Standard,0.002796202310068206
389,rec_00389.wav,Athletics,Meeting,4541,44100,1,2024-12-15,staff,111.58472150734694,Infrequent,0.0013747923366513627
390,rec_00390.wav,ResLife,Meeting,2732,48000,2,2024-10-31,dm,88.00189632896439,Standard,0.0020909180768666764
391,rec_00391.wav,ResLife,Incident Report,1490,44100,2,2024-09-18,staff,36.61046997031,Infrequent,0.0004998044456047798
392,rec_00392.flac,Athletics,Incident Report,2912,16000,1,2024-09-12,dm,24.764068423478275,Infrequent,0.0003179128218443944
393,rec_00393.wav,Admissions,Front Desk Call,2392,16000,2,2024-12-25,admin,16.30268844626593,Standard,0.00035740935986174554
394,rec_00394.wav,IT,Training,2185,16000,1,2024-12-18,staff,18.2957868250416,Archive,0.00015430882023136682
395,rec_00395.m4a,Housing,Front Desk Call,1661,16000,2,2024-12-14,staff,11.131552006298724,Archive,9.112643086285598e-05
396,rec_00396.mp3,ResLife,Meeting,5807,16000,1,2024-09-15,admin,42.6645378369061,Standard,0.0009158133669995338
397,rec_00397.m4a,Library,Meeting,2573,44100,1,2024-09-16,staff,66.58868419651341,Standard,0.001416951672339499
398,rec_00398.aac,ResLife,Meeting,5786,44100,1,2024-11-29,ga,138.47176822287398,Standard,0.0031510901592045623
399,rec_00399.aac,Housing,Front Desk Call,4582,44100,1,2024-12-18,dm,121.27505875555096,Standard,0.002517215473493925
400,rec_00400.m4a,ResLife,Interview,3531,22050,2,2024-10-22,staff,45.87279603117354,Standard,0.0009744847473739722
401,rec_00401.flac,IT,Front Desk Call,5198,44100,1,2024-11-23,staff,119.02298633451102,Standard,0.002836676256137646
402,rec_00402.aac,ResLife,Front Desk Call,6207,16000,1,2024-12-04,dm,45.31406082324085,Standard,0.0010636784898158673
403,rec_00403.m4a,ResLife,Interview,1069,48000,1,2024-12-19,staff,30.43692678317216,Standard,0.0006187733272192542
404,rec_00404.flac,Library,Interview,4701,16000,2,2024-11-02,ga,31.68353196220369,Archive,0.00024644905545972404
405,rec_00405.mp3,IT,Incident Report,1925,16000,1,2024-12-08,ga,16.015031339762125,Standard,0.0003524213243173674
406,rec_00406.flac,ResLife,Training,4940,44100,1,2024-12-08,dm,126.41159336740509,Standard,0.002974911394823528
407,rec_00407.mp3,Admissions,Interview,3598,16000,1,2024-11-15,ga,24.29520977950755,Standard,0.000537584063891362
408,rec_00408.wav,Library,Meeting,1946,48000,2,2024-10-27,dm,60.6606143968346,Standard,0.0012881695180531553
409,rec_00409.flac,Admissions,Training,2644,44100,1,2024-09-02,ga,68.1180458755638,Standard,0.0016345202700697474
410,rec_00410.m4a,ResLife,Interview,1750,22050,1,2024-09-30,staff,21.365830007525073,Infrequent,0.00027028852631799227
411,rec_00411.mp3,Athletics,Training,4936,16000,1,2024-09-13,staff,37.59784213839037,Standard,0.0008693842606287132
412,rec_00412.wav,ResLife,Training,1651,16000,1,2024-12-02,dm,14.637419578675816,Standard,0.0003144621265544697
413,rec_00413.mp3,Library,Interview,6313,44100,1,2024-12-11,staff,144.53129784954638,Standard,0.00332344256854363
414,rec_00414.aac,IT,Interview,6571,16000,2,2024-12-09,staff,48.44559413021539,Standard,0.0010168978194780925
415,rec_00415.m4a,Housing,Interview,1509,16000,1,2024-10-05,staff,11.779292750826608,Infrequent,0.00017068331660312984
416,rec_00416.aac,Library,Interview,5764,44100,1,2024-10-31,staff,128.8857305044943,Infrequent,0.0016916217824565682
417,rec_00417.aac,IT,Front Desk Call,3513,16000,2,2024-10-15,staff,26.55694000165443,Standard,0.0006180315324331858
418,rec_00418.aac,Library,Interview,6476,48000,1,2024-12-21,dm,202.19203750862357,Standard,0.004768372980310316
419,rec_00419.wav,Admissions,Front Desk Call,3976,44100,1,2024-09-27,dm,81.37578109816349,Standard,0.0018159734061313252
420,rec_00420.wav,ResLife,Front Desk Call,5926,44100,2,2024-11-24,dm,143.20347614628497,Standard,0.0032415213602736957
421,rec_00421.m4a,Housing,Training,6512,48000,2,2024-10-11,ga,208.5386709087155,Standard,0.00432689586822174
422,rec_00422.mp3,Athletics,Training,5798,48000,2,2024-12-21,staff,192.68703968507023,Standard,0.004363423138031969
423,rec_00423.aac,Housing,Interview,2899,16000,1,2024-10-19,staff,20.901717385850183,Standard,0.0004724518227367129
424,rec_00424.mp3,Library,Incident Report,3148,44100,1,2024-09-24,ga,63.620634293605775,Standard,0.001541900360337085
425,rec_00425.wav,Library,Training,2207,16000,1,2024-10-13,staff,18.317325485478076,Standard,0.0003992365860348014
426,rec_00426.wav,IT,Meeting,5515,16000,1,2024-12-23,dm,41.39181205745323,Infrequent,0.0005191129483337659
427,rec_00427.mp3,Housing,Training,550,16000,2,2024-10-26,staff,4.422668844823198,Infrequent,5.8479857648885755e-05
428,rec_00428.flac,Library,Interview,1212,16000,1,2024-12-02,dm,8.817630245729372,Archive,7.32751972132462e-05
429,rec_00429.wav,ResLife,Meeting,1208,16000,2,2024-09-13,dm,9.008453821473065,Standard,0.00018256942739151537
430,rec_00430.flac,Housing,Incident Report,4726,16000,1,2024-12-23,dm,34.29636886356759,Standard,0.0006988724949238123
431,rec_00431.mp3,ResLife,Incident Report,3263,44100,1,2024-10-23,staff,76.3081827947166,Standard,0.0018849223643564326
432,rec_00432.mp3,IT,Meeting,322,16000,2,2024-10-12,staff,2.627151265174804,Archive,2.088214595419557e-05
433,rec_00433.flac,ResLife,Front Desk Call,2909,16000,1,2024-09-30,admin,20.922485274227572,Infrequent,0.0002942844291611026
434,rec_00434.aac,Admissions,Meeting,6954,22050,1,2024-11-06,ga,76.99578728632711,Standard,0.0017176418176017697
435,rec_00435.m4a,Library,Meeting,2418,16000,1,2024-11-24,staff,18.677625956955694,Standard,0.00039394651579348377
436,rec_00436.flac,Athletics,Incident Report,6333,44100,1,2024-12-17,dm,157.17613001806896,Standard,0.003648455888261645
437,rec_00437.mp3,HOUSING,Meeting,2620,16000,2,2024-11-02,staff,19.66518178869327,Infrequent,0.00025130349162554564
438,rec_00438.wav,ResLife,Interview,1200,44100,1,2024-11-20,staff,24.431374752712745,Infrequent,0.00032607798744060403
439,rec_00439.aac,ResLife,Interview,362,16000,2,2024-12-04,dm,2.844164243024347,Archive,2.1062220947299996e-05
440,rec_00440.flac,Library,Training,5538,44100,2,2024-10-05,dm,128.01380732902987,Standard,0.0031099473771590493
441,rec_00441.flac,Housing,Training,3471,48000,2,2024-12-01,staff,124.64081376482996,Standard,0.002739950903924571
442,rec_00442.aac,ResLife,Front Desk Call,5932,16000,1,2024-10-05,staff,47.45802288553966,Archive,0.0003875908803467995
443,rec_00443.m4a,Library,Training,4814,44100,1,2024-10-26,admin,97.46726411134792,Standard,0.002050021980581493
444,rec_00444.wav,IT,Incident Report,316,22050,1,2024-12-23,ga,3.8629359308885483,Infrequent,5.319389471590822e-05
445,rec_00445.m4a,IT,Incident Report,4236,16000,1,2024-11-01,staff,28.952253544636125,Standard,0.0006236759053616012
446,rec_00446.m4a,ResLife,Meeting,4082,16000,1,2024-11-20,ga,30.670480149230247,Standard,0.0006363771925086584
447,rec_00447.mp3,IT,Front Desk Call,1057,48000,2,2024-12-01,ga,28.42430880980805,Standard,0.0006149546510050948
448,rec_00448.flac,Library,Front Desk Call,3033,16000,2,2024-09-07,staff,24.41203973256025,Standard,0.0005004897681974826
449,rec_00449.mp3,Housing,Meeting,2761,44100,1,2024-12-22,ga,58.358730620674514,Infrequent,0.0008026174643201238
450,rec_00450.flac,IT,Training,4460,22050,2,2024-10-02,staff,59.231709464516086,Standard,0.0013451519992606277
451,rec_00451.flac,Housing,Training,4793,48000,1,2024-10-26,staff,136.0036795372953,Archive,0.0011448137880069736
452,rec_00452.wav,Admissions,Incident Report,6383,16000,2,2024-11-06,staff,56.870107746885054,Standard,0.001156548224488486
453,rec_00453.m4a,IT,Front Desk Call,434,44100,2,2024-10-29,dm,11.434643008334296,Standard,0.0002521225746182553
454,rec_00454.flac,Library,Meeting,5209,44100,1,2024-09-23,dm,122.74500640117678,Standard,0.0030241398847196885
455,rec_00455.wav,Library,Meeting,1674,44100,2,2024-11-19,staff,38.812682873917005,Standard,0.0008450788685546345
456,rec_00456.flac,Library,Front Desk Call,1532,16000,2,2024-10-26,staff,11.570429534711254,Standard,0.00023693720560817268
